lhx,lhy,lhz,rhx,rhy,rhz,hx,hy,hz,sx,sy,sz,lwx,lwy,lwz,rwx,rwy,rwz
1.764279,3.13981,1.992514,4.331902,2.47392,2.194157,2.949013,1.297863,2.221804,2.782157,4.076022,2.241905,1.75119,3.232299,2.011765,4.279433,2.687465,2.19561
1.770916,3.122706,1.993337,4.302161,2.464518,2.19183,2.937296,1.298047,2.22189,2.776318,4.077507,2.241811,1.75348,3.233784,2.011398,4.260798,2.670097,2.193567
1.773866,3.112819,1.993532,4.267935,2.416159,2.19248,2.924955,1.298159,2.221925,2.770623,4.07882,2.241756,1.75418,3.233791,2.011241,4.246167,2.652502,2.193183
1.775115,3.104529,1.994076,4.262643,2.391869,2.193921,2.912088,1.298436,2.221914,2.765002,4.079916,2.241739,1.754151,3.233838,2.011244,4.235776,2.639549,2.192985
1.767581,3.117691,1.995625,4.261736,2.376382,2.193669,2.899209,1.298695,2.221866,2.75967,4.081013,2.241762,1.753441,3.233836,2.01154,4.230144,2.631577,2.192155
1.76113,3.12897,1.997067,4.260057,2.386974,2.187191,2.886771,1.299011,2.221807,2.754457,4.082067,2.241819,1.752205,3.23447,2.012227,4.228157,2.623816,2.186291
1.754558,3.139727,1.998473,4.261686,2.401076,2.173354,2.873885,1.299049,2.221765,2.749359,4.083069,2.241899,1.748611,3.236363,2.012796,4.228905,2.618639,2.175584
1.748112,3.140371,1.996047,4.262886,2.421456,2.155437,2.862223,1.299156,2.221726,2.743924,4.084054,2.242011,1.744213,3.238145,2.013505,4.228699,2.621768,2.160766
1.742671,3.12464,1.996951,4.259487,2.444294,2.13974,2.849444,1.299685,2.221634,2.738566,4.085,2.242137,1.739438,3.239461,2.014256,4.226451,2.62989,2.147412
1.740565,3.118068,1.997309,4.255317,2.463024,2.128187,2.837281,1.300321,2.221521,2.73341,4.085922,2.242263,1.736845,3.239985,2.014668,4.224973,2.632604,2.142183
1.738447,3.111654,1.997711,4.252339,2.476981,2.119762,2.825547,1.300741,2.221417,2.728439,4.086765,2.242389,1.731437,3.240921,2.01554,4.2231,2.641309,2.132479
1.736364,3.105563,1.998135,4.251259,2.488355,2.11388,2.814649,1.300894,2.221333,2.723225,4.087669,2.24252,1.72573,3.241713,2.016478,4.222193,2.658551,2.126149
1.734023,3.099749,1.99854,4.251789,2.499383,2.109477,2.804586,1.300944,2.22125,2.717914,4.088531,2.242646,1.718708,3.242277,2.017502,4.224978,2.664711,2.121258
1.731249,3.093063,1.999004,4.253978,2.511532,2.106295,2.795054,1.300894,2.22115,2.712581,4.08938,2.242764,1.711482,3.241868,2.018514,4.214907,2.724046,2.119228
1.728154,3.085825,1.999527,4.2566,2.522119,2.104062,2.785335,1.300997,2.220948,2.707262,4.09021,2.24287,1.704073,3.240746,2.019551,4.207354,2.768189,2.117816
1.717696,3.064798,2.002402,4.259427,2.532442,2.102471,2.776252,1.301175,2.22075,2.70184,4.090991,2.24297,1.694751,3.238734,2.020854,4.201931,2.803986,2.117072
1.713023,3.056603,2.00365,4.262186,2.541546,2.101645,2.767206,1.301514,2.220508,2.696255,4.091614,2.243055,1.689612,3.237998,2.021522,4.197565,2.832782,2.116923
1.691993,3.043818,2.008471,4.26471,2.549648,2.101412,2.75872,1.301843,2.220284,2.690772,4.092083,2.243126,1.675363,3.23498,2.023523,4.194493,2.856552,2.117517
1.673144,3.031654,2.012718,4.266969,2.556817,2.101778,2.750484,1.302395,2.220038,2.685214,4.092406,2.243193,1.660827,3.231712,2.025616,4.191819,2.876859,2.118924
1.655273,3.022953,2.016469,4.269053,2.5637,2.102895,2.742841,1.302964,2.219815,2.679893,4.092655,2.243253,1.645908,3.228585,2.0276,4.189048,2.895001,2.121194
1.640072,3.016491,2.019454,4.271028,2.569736,2.105126,2.735615,1.303544,2.219609,2.674328,4.092757,2.243298,1.628816,3.218623,2.030734,4.186216,2.910467,2.124321
1.625989,3.013103,2.021778,4.272097,2.57581,2.10839,2.728914,1.304135,2.219417,2.668798,4.092813,2.24333,1.614115,3.214564,2.032039,4.185307,2.9132,2.127772
1.614617,3.011753,2.023078,4.272181,2.580047,2.113123,2.722553,1.304753,2.219242,2.66316,4.092851,2.243348,1.602731,3.212073,2.032736,4.178808,2.927594,2.135332
1.605122,3.013474,2.02344,4.270097,2.581338,2.119541,2.716638,1.305357,2.219084,2.657345,4.092859,2.243356,1.593751,3.209909,2.032868,4.173987,2.925271,2.142065
1.597607,3.017342,2.023416,4.265173,2.579409,2.127728,2.711037,1.30594,2.218935,2.65133,4.092859,2.243349,1.586873,3.209718,2.032608,4.16521,2.933539,2.151731
1.592146,3.021497,2.023128,4.25858,2.576902,2.135831,2.705649,1.306441,2.218815,2.644895,4.092881,2.243321,1.582721,3.209689,2.031858,4.154393,2.943384,2.160176
1.587752,3.027134,2.022318,4.249128,2.573199,2.144274,2.699888,1.306584,2.218755,2.638,4.092863,2.243276,1.578836,3.212108,2.030947,4.150393,2.897945,2.168231
1.584863,3.036297,2.020531,4.238935,2.569161,2.151957,2.694121,1.306655,2.218725,2.630553,4.092895,2.243203,1.576367,3.21535,2.027944,4.142388,2.884745,2.174665
1.584133,3.046447,2.01789,4.229566,2.565154,2.158783,2.688102,1.306582,2.218748,2.622667,4.093019,2.24311,1.576853,3.219354,2.024661,4.136057,2.874518,2.179771
1.590286,3.060197,2.013954,4.222105,2.561872,2.164242,2.681807,1.306464,2.218768,2.614197,4.093253,2.242995,1.582616,3.226458,2.020837,4.129721,2.876684,2.183863
1.609558,3.07803,2.008286,4.216923,2.559425,2.168507,2.675354,1.30617,2.218837,2.605298,4.093704,2.242874,1.595785,3.237285,2.017048,4.125496,2.881372,2.186747
1.640957,3.095687,2.001832,4.216057,2.559359,2.170937,2.66809,1.305833,2.218948,2.596072,4.094264,2.242767,1.634147,3.25227,2.008845,4.123342,2.886837,2.188352
1.696421,3.137253,1.991754,4.222135,2.565586,2.170633,2.659589,1.305329,2.219131,2.58753,4.092885,2.242868,1.674943,3.269011,2.000572,4.137141,2.881529,2.187251
1.760743,3.191305,1.98139,4.244956,2.581132,2.166923,2.649185,1.305016,2.219395,2.576889,4.091725,2.242921,1.74063,3.305438,1.989529,4.146819,2.899151,2.185078
1.822348,3.255973,1.973195,4.302256,2.644651,2.150068,2.638151,1.304779,2.219682,2.565797,4.090858,2.243012,1.80585,3.345085,1.979866,4.172143,2.949205,2.175686
1.880781,3.313738,1.966542,4.398035,2.789548,2.115493,2.626352,1.304669,2.219944,2.553366,4.090216,2.243149,1.865597,3.38143,1.97191,4.25175,3.029691,2.146075
1.938076,3.361305,1.962425,4.479994,2.989502,2.073472,2.6139,1.304617,2.220213,2.540653,4.08929,2.243347,1.892445,3.414805,1.971436,4.275765,3.151539,2.126659
2.003637,3.404718,1.959713,4.520826,3.213874,2.036168,2.600137,1.304663,2.220548,2.526157,4.088398,2.243625,1.914632,3.442433,1.97151,4.27993,3.287528,2.11033
2.062957,3.438259,1.959604,4.531163,3.392918,2.006994,2.586333,1.304835,2.221006,2.511757,4.08748,2.243942,1.938863,3.468224,1.972871,4.278069,3.407982,2.093795
2.123248,3.465561,1.961177,4.519295,3.497819,1.991609,2.572104,1.305227,2.221481,2.496984,4.086267,2.244269,1.956673,3.491909,1.97578,4.273323,3.499494,2.082057
2.17029,3.485854,1.962952,4.487997,3.572659,1.98216,2.557787,1.305325,2.222027,2.483099,4.085152,2.24459,2.011488,3.515337,1.978981,4.263065,3.563666,2.07371
2.207246,3.502064,1.965031,4.461885,3.626922,1.975152,2.543372,1.305733,2.222525,2.469647,4.083873,2.24489,2.063653,3.534476,1.98164,4.241034,3.622974,2.065871
2.238141,3.517424,1.967743,4.440496,3.668405,1.969755,2.528842,1.305975,2.222937,2.457446,4.082701,2.245156,2.105595,3.549329,1.984074,4.222621,3.664886,2.060336
2.264418,3.532794,1.970729,4.423457,3.703439,1.965359,2.51548,1.305995,2.223304,2.445969,4.081376,2.24541,2.147382,3.564326,1.986827,4.206062,3.699796,2.055751
2.33296,3.593776,1.970243,4.410787,3.736238,1.961539,2.503306,1.305851,2.223626,2.435414,4.079984,2.245661,2.182167,3.578206,1.989468,4.189855,3.732374,2.051257
2.370703,3.637308,1.969295,4.404159,3.76979,1.957762,2.492119,1.305536,2.223907,2.425836,4.078557,2.245906,2.211066,3.59076,1.991791,4.178075,3.759493,2.047285
2.399743,3.663736,1.968681,4.401048,3.80032,1.954537,2.481786,1.305167,2.224137,2.417249,4.077149,2.246145,2.232245,3.602402,1.993954,4.170569,3.783167,2.043509
2.405158,3.674125,1.967309,4.399928,3.830592,1.951864,2.472418,1.30474,2.224308,2.409604,4.075714,2.246383,2.253194,3.614396,1.99605,4.165549,3.803451,2.040303
2.408717,3.679168,1.970686,4.400266,3.862926,1.949453,2.464082,1.304204,2.224436,2.402988,4.074353,2.246609,2.270021,3.624625,1.997741,4.162076,3.821453,2.037672
2.411543,3.683989,1.973664,4.400705,3.896323,1.947434,2.456491,1.303516,2.224525,2.397408,4.072991,2.246824,2.284338,3.634107,1.999188,4.160527,3.83866,2.035595
2.413949,3.688493,1.976233,4.399982,3.927445,1.946216,2.450041,1.302894,2.224556,2.392781,4.071628,2.24702,2.295959,3.642571,2.000357,4.161027,3.854927,2.034229
2.416921,3.693662,1.97841,4.399398,3.955785,1.94524,2.444965,1.30239,2.224576,2.389082,4.070319,2.247212,2.30642,3.65134,2.001325,4.165084,3.873027,2.033294
2.419786,3.699847,1.980297,4.398835,3.978613,1.944675,2.441437,1.301793,2.224599,2.386404,4.069111,2.247393,2.315152,3.661758,2.002119,4.170379,3.887436,2.033663
2.422854,3.707712,1.981434,4.397304,3.990254,1.945055,2.439116,1.30129,2.22462,2.384249,4.067968,2.247545,2.323225,3.673425,2.002379,4.190153,3.90259,2.03794
2.425206,3.715532,1.981909,4.396572,3.990415,1.945276,2.437603,1.300917,2.224622,2.382632,4.066863,2.24769,2.323398,3.684823,2.002239,4.189086,3.898781,2.038302
2.427592,3.724178,1.981185,4.391415,3.972507,1.946802,2.436621,1.300675,2.224616,2.381244,4.06582,2.247817,2.318924,3.697154,2.001378,4.20469,3.884417,2.030285
2.432398,3.736675,1.977743,4.363952,3.868784,1.958325,2.436307,1.300557,2.224628,2.379977,4.064821,2.247929,2.286864,3.714504,1.997507,4.210712,3.820178,2.029207
2.43748,3.746601,1.970431,4.292717,3.614864,1.989859,2.43616,1.300482,2.224638,2.378643,4.063873,2.248006,2.267515,3.730979,1.992331,4.195553,3.629475,2.037424
2.442846,3.751112,1.960917,4.173784,3.244738,2.025255,2.436113,1.300482,2.224636,2.37728,4.062975,2.248046,2.242474,3.737812,1.98473,4.12416,3.317362,2.077216
2.44511,3.744558,1.947095,4.00659,2.895712,2.089757,2.436082,1.30049,2.224633,2.375925,4.062245,2.248047,2.224866,3.739006,1.975182,4.068531,2.975673,2.134571
2.443775,3.730592,1.933568,3.825543,2.573339,2.146941,2.43603,1.300498,2.224625,2.374403,4.061545,2.248003,2.212675,3.731292,1.963269,3.89689,2.69393,2.183259
2.440255,3.705914,1.919268,3.629311,2.247434,2.205967,2.435978,1.300505,2.224617,2.372885,4.060914,2.247931,2.202979,3.721999,1.952683,3.75266,2.476674,2.229617
2.431286,3.679767,1.906436,3.52178,2.097749,2.253115,2.435897,1.300504,2.224609,2.371297,4.060333,2.247822,2.214948,3.682284,1.92968,3.67384,2.37312,2.261567
2.417858,3.652837,1.895652,3.457459,2.021979,2.287881,2.435721,1.300472,2.224606,2.369691,4.059873,2.247687,2.220946,3.654924,1.914783,3.626256,2.311664,2.283928
2.403084,3.626699,1.887176,3.429961,1.977257,2.308779,2.435348,1.300395,2.224608,2.368215,4.059401,2.247565,2.224001,3.633974,1.904248,3.597702,2.273732,2.297979
2.389865,3.602859,1.880553,3.434261,1.963104,2.315324,2.434568,1.300053,2.224661,2.366735,4.059042,2.247451,2.225391,3.614617,1.896324,3.594731,2.253524,2.30202
2.379,3.580517,1.875504,3.445093,1.948733,2.316808,2.43331,1.2997,2.224734,2.365235,4.058808,2.247358,2.224933,3.598732,1.890812,3.593871,2.23853,2.304067
2.370325,3.559257,1.872416,3.461002,1.889605,2.313004,2.431711,1.299407,2.22481,2.363362,4.058847,2.247299,2.221978,3.587943,1.888482,3.593602,2.221593,2.303339
2.364434,3.538805,1.870366,3.491541,1.814131,2.303507,2.429765,1.299188,2.224896,2.361159,4.059039,2.247284,2.231617,3.555692,1.884843,3.599927,2.189937,2.300241
2.360318,3.521816,1.869097,3.508419,1.76371,2.293741,2.427702,1.299043,2.224988,2.358802,4.059268,2.247314,2.227965,3.550993,1.885152,3.605516,2.099987,2.291211
2.356851,3.511574,1.869158,3.515305,1.737473,2.288353,2.425492,1.29891,2.225084,2.356328,4.059494,2.247383,2.225772,3.546558,1.885467,3.607923,2.088184,2.290103
2.353892,3.503612,1.869754,3.513844,1.723703,2.287493,2.423347,1.298897,2.225169,2.353988,4.059508,2.247518,2.214262,3.54484,1.888623,3.60958,2.075623,2.289593
2.352166,3.498379,1.87085,3.508037,1.695107,2.28864,2.421244,1.298969,2.225252,2.351505,4.05947,2.247683,2.188724,3.556834,1.898767,3.610434,2.062294,2.290007
2.350556,3.494822,1.872818,3.505395,1.67328,2.290509,2.418997,1.299176,2.225327,2.349034,4.059487,2.247875,2.170495,3.565816,1.906289,3.611576,2.052336,2.290691
2.347279,3.496411,1.876502,3.50622,1.657571,2.291909,2.416395,1.299546,2.225387,2.346631,4.059551,2.248092,2.157352,3.573402,1.912243,3.613358,2.04545,2.290834
2.340487,3.502794,1.882058,3.515905,1.66506,2.290688,2.41385,1.299992,2.225446,2.344414,4.059654,2.24833,2.147932,3.579896,1.917275,3.615156,2.038863,2.2896
2.328271,3.512984,1.889666,3.52322,1.647598,2.288022,2.411024,1.300589,2.225499,2.342418,4.059799,2.248585,2.141341,3.5852,1.92163,3.619838,2.031307,2.287368
2.312638,3.523792,1.897383,3.542246,1.645157,2.281742,2.408245,1.30121,2.225544,2.340674,4.059964,2.248851,2.140605,3.587082,1.924286,3.626539,2.02276,2.283937
2.296696,3.533402,1.904541,3.558004,1.641301,2.275872,2.405498,1.301942,2.22558,2.339182,4.060121,2.249126,2.14041,3.588027,1.926815,3.643792,2.011374,2.276943
2.282161,3.540058,1.910574,3.57024,1.637825,2.271176,2.402819,1.302716,2.2256,2.337916,4.060284,2.249399,2.137228,3.588732,1.930213,3.657852,2.004139,2.271617
2.258758,3.545189,1.917421,3.579985,1.635317,2.268023,2.400281,1.303537,2.22561,2.336969,4.060408,2.249666,2.134532,3.58783,1.932787,3.672003,2.000208,2.268205
2.187767,3.539126,1.935147,3.879085,1.798197,2.24087,2.39513,1.305978,2.225645,2.335966,4.060825,2.250355,2.113126,3.572913,1.942221,3.882411,2.075931,2.243435
2.162179,3.529155,1.940395,3.955886,1.840325,2.228023,2.394253,1.306737,2.225633,2.336129,4.061083,2.250573,2.101319,3.560696,1.945454,4.007952,2.17278,2.21841
2.138203,3.517463,1.945313,4.181909,2.131066,2.168004,2.393562,1.307653,2.225606,2.336561,4.061508,2.250797,2.088982,3.54748,1.948848,4.150584,2.366246,2.174838
2.11308,3.502143,1.950416,4.309885,2.417009,2.10187,2.393046,1.308714,2.225556,2.338192,4.0618,2.251159,2.073185,3.531743,1.952894,4.270401,2.548102,2.113698
2.091364,3.487543,1.954932,4.314446,2.723464,2.054561,2.392799,1.310319,2.225463,2.339923,4.061969,2.251538,2.057862,3.517081,1.956849,4.273201,2.879721,2.079425
2.071131,3.472367,1.959226,4.288325,2.96997,2.016524,2.39302,1.312586,2.225281,2.341935,4.062147,2.251942,2.043356,3.5032,1.96056,4.227116,3.053469,2.058674
2.052752,3.457893,1.96322,4.257862,3.152909,1.9912,2.393761,1.315081,2.225038,2.344398,4.062301,2.252383,2.027877,3.4879,1.964602,4.182846,3.30924,2.049886
2.036446,3.444836,1.966842,4.229931,3.302489,1.976347,2.395169,1.317984,2.224688,2.347189,4.062448,2.252849,2.013723,3.473948,1.968286,4.159019,3.423583,2.026633
2.02139,3.433189,1.97024,4.203832,3.435577,1.964606,2.397005,1.320931,2.224292,2.350229,4.062412,2.253327,2.00078,3.46209,1.971681,4.141472,3.512823,2.010532
2.006702,3.422154,1.973462,4.179249,3.577104,1.955929,2.39958,1.323802,2.223809,2.352248,4.063243,2.25362,1.989268,3.451566,1.974744,4.080743,3.61889,2.014938
1.993541,3.412473,1.976402,4.118696,3.739693,1.960399,2.403327,1.327038,2.223151,2.354883,4.064294,2.253938,1.978711,3.44269,1.977542,4.014652,3.733606,2.021869
1.982048,3.404525,1.978982,4.069433,3.872801,1.965078,2.408745,1.330757,2.222307,2.357943,4.06556,2.254262,1.969054,3.435066,1.980208,3.974386,3.846515,2.031837
1.972386,3.397831,1.98121,4.022391,4.015626,1.972229,2.41507,1.33466,2.221339,2.36155,4.066957,2.254589,1.960739,3.428494,1.982555,3.932025,3.956682,2.040329
1.965035,3.392152,1.983121,3.994868,4.154672,1.977689,2.422599,1.338528,2.220256,2.365884,4.068516,2.25493,1.954336,3.422847,1.984612,3.901075,4.044416,2.047008
1.959363,3.387715,1.984767,3.973607,4.274631,1.983792,2.431693,1.342148,2.219027,2.37094,4.070129,2.255272,1.949264,3.418364,1.986354,3.880353,4.117412,2.053007
1.957351,3.365267,1.984653,3.94819,4.393355,1.992218,2.442029,1.34504,2.217892,2.376513,4.07165,2.255609,1.947271,3.415809,1.987132,3.857837,4.228541,2.064471
1.954324,3.370609,1.985388,3.924983,4.540955,2.00147,2.452898,1.347361,2.216773,2.382604,4.072984,2.255935,1.9465,3.417242,1.987223,3.830035,4.34818,2.078341
1.948547,3.392427,1.985638,3.911552,4.655216,2.010366,2.464547,1.349118,2.215692,2.389103,4.074046,2.25625,1.941532,3.433047,1.987421,3.809463,4.440593,2.089122
1.934494,3.523526,1.979554,3.903633,4.790954,2.022794,2.480127,1.350402,2.214546,2.395876,4.074944,2.25655,1.931443,3.557371,1.981403,3.793972,4.526451,2.100719
1.912269,3.704373,1.969392,3.887474,4.927153,2.045661,2.496405,1.351276,2.213509,2.403413,4.075431,2.256861,1.916461,3.625632,1.983827,3.782252,4.602813,2.111733
1.867517,3.983503,1.960835,3.877583,5.026065,2.063262,2.51462,1.351706,2.212544,2.41089,4.075728,2.257159,1.888904,3.74418,1.988354,3.773918,4.672933,2.122979
1.797069,4.329895,1.959945,3.86849,5.135472,2.086874,2.532358,1.351777,2.211759,2.418838,4.075904,2.257467,1.771893,4.064964,2.008296,3.768299,4.738513,2.134498
1.710922,4.620866,1.974509,3.861533,5.215948,2.105788,2.55231,1.351781,2.211103,2.42694,4.075873,2.257769,1.692203,4.330473,2.028891,3.76538,4.799142,2.147178
1.607733,4.898446,1.997099,3.856692,5.282808,2.12368,2.573121,1.351827,2.210636,2.434621,4.075679,2.258047,1.622542,4.524426,2.043527,3.762893,4.847237,2.157789
1.520732,5.091281,2.022517,3.850724,5.332892,2.139766,2.595704,1.351328,2.210449,2.441596,4.075311,2.258276,1.565222,4.66752,2.058945,3.759107,4.890136,2.170238
1.443359,5.224425,2.047259,3.847837,5.385355,2.15321,2.617504,1.350237,2.210408,2.448111,4.074693,2.258451,1.516768,4.774241,2.074382,3.75924,4.946609,2.183301
1.390979,5.311289,2.066808,3.844213,5.43116,2.16869,2.638731,1.348782,2.210513,2.454691,4.073771,2.258556,1.478702,4.853178,2.089269,3.759272,4.994109,2.195056
1.353588,5.372922,2.082595,3.84174,5.466651,2.183022,2.65816,1.347209,2.210726,2.461038,4.072646,2.258574,1.449034,4.911829,2.1021,3.756279,5.033597,2.206514
1.321053,5.424905,2.099357,3.836601,5.49357,2.196484,2.675704,1.345663,2.210951,2.467189,4.071456,2.258506,1.424447,4.960397,2.114953,3.753867,5.068546,2.218027
1.297879,5.460226,2.112132,3.825142,5.498827,2.210865,2.692788,1.34377,2.211226,2.473178,4.070181,2.258334,1.406299,4.995945,2.125837,3.73663,5.070527,2.230811
1.278941,5.487024,2.123996,3.818114,5.518806,2.222199,2.708304,1.341809,2.211484,2.479203,4.0688,2.258061,1.392733,5.022257,2.135116,3.726794,5.092314,2.241798
1.265014,5.504946,2.133288,3.808538,5.536461,2.23315,2.72222,1.339911,2.211708,2.485383,4.067332,2.257699,1.383111,5.04029,2.142286,3.716549,5.104935,2.250823
1.254871,5.517747,2.140356,3.798703,5.549744,2.242333,2.735236,1.337616,2.211906,2.491347,4.065923,2.25728,1.376128,5.053574,2.147813,3.707563,5.11353,2.257644
1.247443,5.527946,2.145476,3.789006,5.558615,2.249711,2.746745,1.335382,2.212067,2.497134,4.064524,2.256807,1.37153,5.064322,2.151739,3.698828,5.119023,2.263175
1.24619,5.531892,2.1461,3.780742,5.565121,2.25555,2.756989,1.33334,2.212203,2.502746,4.063111,2.256289,1.370003,5.071958,2.153594,3.69118,5.123186,2.267945
1.246144,5.534773,2.145706,3.773929,5.570259,2.260247,2.765892,1.331444,2.212308,2.508178,4.06172,2.255744,1.3706,5.076449,2.153803,3.68488,5.126528,2.271935
1.250683,5.538857,2.141657,3.769469,5.577457,2.263687,2.773645,1.329821,2.212355,2.513425,4.060371,2.255177,1.373031,5.080906,2.152873,3.68181,5.131909,2.274933
1.259032,5.538679,2.134078,3.767263,5.583007,2.265812,2.780593,1.328396,2.212395,2.518503,4.059038,2.254592,1.377295,5.084642,2.150733,3.681104,5.138161,2.276996
1.2725,5.52583,2.119054,3.766633,5.583711,2.266399,2.786795,1.327088,2.212436,2.523509,4.057683,2.253991,1.384308,5.084266,2.144871,3.680419,5.138554,2.277756
1.291535,5.497178,2.099381,3.766904,5.585012,2.266558,2.792377,1.325923,2.212478,2.528362,4.056371,2.253387,1.393155,5.079232,2.137138,3.680741,5.140084,2.277962
1.308973,5.457063,2.07713,3.768326,5.586335,2.266374,2.797354,1.324822,2.212533,2.533031,4.055083,2.252786,1.39627,5.046186,2.119021,3.683093,5.14342,2.277813
1.325544,5.412117,2.056759,3.777162,5.58799,2.263609,2.801639,1.323704,2.21263,2.537497,4.053864,2.252195,1.399945,5.018073,2.105455,3.688352,5.147257,2.276723
1.341501,5.366497,2.039775,3.787823,5.587978,2.260079,2.80494,1.322787,2.212742,2.541729,4.052696,2.251623,1.40412,4.987649,2.093636,3.696534,5.152182,2.274548
1.356088,5.32167,2.025262,3.80233,5.582,2.254894,2.807414,1.321895,2.212883,2.545681,4.05156,2.251077,1.407854,4.959273,2.083898,3.708706,5.157935,2.270704
1.365685,5.283451,2.013466,3.831827,5.561956,2.243666,2.809282,1.321142,2.213048,2.549378,4.050464,2.250549,1.411086,4.933594,2.07547,3.725623,5.159889,2.264149
1.373446,5.248483,2.003623,3.862769,5.540351,2.230016,2.810708,1.320411,2.213243,2.552858,4.049413,2.25005,1.4139,4.908872,2.068136,3.746475,5.159237,2.254274
1.381345,5.211866,1.994014,3.882676,5.489955,2.215883,2.811907,1.319607,2.21349,2.556068,4.048451,2.249584,1.416763,4.885139,2.060393,3.759619,5.119681,2.246487
1.387943,5.174809,1.986531,3.898142,5.439301,2.201427,2.812991,1.31871,2.213773,2.558965,4.047592,2.249151,1.419141,4.864864,2.05354,3.770578,5.085468,2.239414
1.39434,5.136139,1.980323,3.905841,5.375574,2.185468,2.813889,1.317846,2.214062,2.561558,4.046848,2.248752,1.421107,4.846928,2.047483,3.778644,5.043223,2.231411
1.401633,5.100834,1.974946,3.899191,5.31407,2.161852,2.814508,1.317056,2.214349,2.563748,4.046319,2.248391,1.423227,4.831234,2.04254,3.781249,4.992373,2.221585
1.409734,5.059815,1.970645,3.877908,5.250992,2.140897,2.814989,1.316327,2.214639,2.565579,4.045915,2.248064,1.427851,4.789191,2.039226,3.778476,4.934766,2.209352
1.428542,5.008041,1.967333,3.832091,5.171512,2.117458,2.81541,1.315568,2.214951,2.567067,4.045635,2.247782,1.442002,4.756639,2.03565,3.764516,4.857473,2.180227
1.456039,4.944808,1.963129,3.790192,5.049544,2.092101,2.815796,1.314889,2.215257,2.568334,4.045428,2.247538,1.462066,4.71684,2.031334,3.756951,4.770131,2.159929
1.484051,4.914685,1.95089,3.78549,4.874952,2.062872,2.816089,1.314241,2.215548,2.569501,4.045311,2.24733,1.501206,4.660149,2.012179,3.766907,4.650941,2.123773
1.495401,4.806459,1.943863,3.79697,4.7837,2.046789,2.816276,1.313636,2.215824,2.570543,4.045287,2.24715,1.53046,4.551329,2.001821,3.805724,4.500048,2.093845
1.508052,4.610133,1.947629,3.884062,4.544814,2.03887,2.816356,1.313044,2.216084,2.571482,4.045287,2.247001,1.540795,4.473883,1.996494,3.842228,4.377638,2.09025
1.494753,4.383055,1.952212,4.035515,4.278965,2.032536,2.816298,1.312479,2.216326,2.572334,4.045335,2.246877,1.524288,4.319959,1.991964,3.913594,4.270979,2.085168
1.467442,4.117977,1.959208,4.167099,4.093179,2.035897,2.816052,1.311914,2.216547,2.573081,4.045416,2.246774,1.502311,4.147721,1.992387,3.98708,4.168234,2.084982
1.427631,3.822797,1.968598,4.263932,3.971893,2.042807,2.815659,1.31141,2.216744,2.57384,4.0455,2.246689,1.480601,3.996076,1.996099,4.066609,4.07025,2.08727
1.400654,3.589241,1.981046,4.442854,3.816425,2.050316,2.814899,1.310838,2.216932,2.574616,4.045578,2.246614,1.448782,3.793556,2.00439,4.132929,3.995037,2.090387
1.383611,3.4344,1.990912,4.579501,3.713417,2.061152,2.813988,1.310286,2.217097,2.575381,4.045649,2.246548,1.428262,3.664694,2.008559,4.196815,3.929214,2.09339
1.373843,3.30781,1.999722,4.661806,3.6531,2.06776,2.81285,1.309699,2.217235,2.576127,4.0457,2.246486,1.413388,3.564084,2.012526,4.270211,3.862595,2.098471
1.366932,3.221518,2.005742,4.726042,3.607099,2.073941,2.811588,1.309102,2.217357,2.576825,4.045757,2.246431,1.400324,3.482012,2.015464,4.361331,3.789098,2.103302
1.357432,3.142598,2.010968,4.767714,3.574672,2.077766,2.810321,1.308529,2.217466,2.577493,4.045818,2.246382,1.386311,3.413566,2.017016,4.417958,3.740739,2.106287
1.34258,3.074595,2.015277,4.867548,3.506469,2.094038,2.809091,1.307981,2.217569,2.578134,4.045888,2.246336,1.367601,3.351061,2.018806,4.500552,3.677885,2.104377
1.325955,3.021259,2.018284,4.897477,3.475365,2.099516,2.807899,1.307464,2.217663,2.578749,4.045968,2.246293,1.346637,3.297995,2.02063,4.550103,3.633681,2.103242
1.299168,2.969819,2.021014,4.907093,3.459996,2.101217,2.806765,1.306996,2.217738,2.579329,4.046044,2.246253,1.320401,3.24894,2.02286,4.583318,3.607181,2.103865
1.275525,2.928589,2.023192,4.914128,3.448028,2.102589,2.805727,1.306567,2.217799,2.579893,4.046134,2.246211,1.292848,3.200274,2.0261,4.61024,3.58639,2.105258
1.254128,2.893382,2.025372,4.918468,3.438534,2.103551,2.804732,1.306161,2.217855,2.580417,4.046226,2.246172,1.270462,3.161629,2.02852,4.607781,3.580575,2.106751
1.23851,2.863801,2.027517,4.921698,3.430722,2.104326,2.803803,1.30578,2.217905,2.580956,4.046371,2.246132,1.253748,3.130331,2.030432,4.620878,3.560469,2.10713
1.228248,2.840551,2.029467,4.924163,3.424581,2.105094,2.802934,1.305467,2.217937,2.581478,4.046556,2.24609,1.240779,3.102775,2.031796,4.616099,3.556746,2.108657
1.222253,2.820225,2.031321,4.916283,3.419299,2.105354,2.802143,1.305189,2.217961,2.581959,4.046721,2.24605,1.230526,3.078809,2.032833,4.610484,3.553407,2.110363
1.217993,2.803773,2.032757,4.914869,3.416292,2.106647,2.801402,1.304948,2.217981,2.58239,4.046875,2.246011,1.222152,3.058675,2.03349,4.600473,3.551487,2.112792
